"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2012","volt","crop_manure",84865172.3745399,487239.935142777
"N","2012","volt","crop",15583765.9446151,91637.8191603825
"N","2012","volt","manure",69281406.4299248,395602.115982394
