"plumeData","quantile_9999"
"pourpoints_crop_manure_leached_volt_N_2005_joined.tif",1603.8347434327
"pourpoints_crop_manure_leached_volt_N_2006_joined.tif",1617.23316547794
"pourpoints_crop_manure_leached_volt_N_2007_joined.tif",1609.16774340821
"pourpoints_crop_manure_leached_volt_N_2008_joined.tif",1619.5164123535
"pourpoints_crop_manure_leached_volt_N_2009_joined.tif",1698.38720703125
"pourpoints_crop_manure_leached_volt_N_2010_joined.tif",1683.72000976561
"pourpoints_crop_manure_leached_volt_N_2011_joined.tif",1730.22788237368
"pourpoints_crop_manure_leached_volt_N_2012_joined.tif",1753.34512119141
"pourpoints_crop_manure_leached_volt_N_2013_joined.tif",1731.93682302378
"pourpoints_crop_manure_leached_volt_N_2014_joined.tif",1747.06264855965
"pourpoints_crop_manure_leached_volt_N_2015_joined.tif",1753.44789519002
"pourpoints_crop_manure_leached_volt_N_2016_joined.tif",1730.82929681391
"pourpoints_crop_manure_leached_volt_N_2017_joined.tif",1746.09155947271
"pourpoints_crop_manure_leached_volt_N_2018_joined.tif",1758.90313213982
"pourpoints_crop_manure_leached_volt_N_2019_joined.tif",1754.66590285716
